|DP|DPNOM|DPMP|MPIO|AÑO|ÁREA GEOGRÁFICA|Total population_x|AUX_LOC|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|Tasa_de_aprovechamiento|Total population_y|Id Empresa|Empresa|Nombre del departamento|Nombre del municipio|Nombre sitio disposición final|NUSD|Fecha inicio operaciones|Tipo disposición final|Longitud|Latitud|Propietario predio del SDF|Entidad otorgó autorización|Tipo autorización ambiental|No. Res. de la autorización|Fecha Res. de la Autorización|Fecha terminación vigencia Res|Fecha terminación vida útil|fecha hoy|años_vida|Capacidad de diseño|Entidad otorgó permiso vertimi|No.Res. permiso vertimiento|Fecha Res. permiso vertimiento|Fecha term permiso vertimiento|Fecha aplicación metodología|Fecha de certificación
212|8.0|ATLANTICO|8296.0|GALAPA|2021|Total|68.235|ATLANTICO-GALAPA|12755.5|0.0|0.0|818820.0|82|SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.|ATLANTICO|GALAPA|RELLENO SANITARIO PARQUE AMBIENTAL LOS POCITOS|644108296|2009-03-01|Relleno sanitario|-749246330|109346310.0|"28|EMPRESA OPERADORA"|"71|CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO ¿ CRA"|Licencia ambiental|RES 694 DE 2016|2016-10-04|2039-05-01|2039-05-02|2022-06-25|16.0|20018534.5|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2020-03-02
213|||||2021|||CHOCO-JURADO|||0.0||26591|"ASOCIACION DE USUARIOS DE LOS SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO  ""AGUAS DE JURADO O.A. E.S.P."""|CHOCO|JURADO|BOCA VIEJA|2819127372|2014-07-01|Relleno sanitario|-777704635|71119345.0|"29|MUNICIPIO"|"46|CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCÓ - CODECHOCHO"|Licencia ambiental|141|2014-02-03|2034-02-02|2034-02-02|2022-06-25|11.0|2300.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2021-07-01|2022-04-07
214|5.0|ANTIOQUIA|5847.0|URRAO|2021|Cabecera Municipal|17.554|ANTIOQUIA-URRAO|1528111.785|166.55999999999997|0.00010898538250242627|376260.0|582|EMPRESAS PÚBLICAS  DE URRAO E.S.P.|ANTIOQUIA|URRAO|PARQUE AMBIENTAL LAS ORQUIEDAS|16105847|2010-03-12|Relleno sanitario|-761438610|63360550.0|"29|MUNICIPIO"|"65|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ ¿ CORPOURABA"|Licencia ambiental|21003200000000|2008-08-28|2029-10-16|2029-10-16|2022-06-25|7.0|80869.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-15|2016-06-10
215|5.0|ANTIOQUIA|5847.0|URRAO|2021|Centros Poblados y Rural Disperso|13.801|ANTIOQUIA-URRAO|1528111.785|166.55999999999997|0.00010898538250242627|376260.0|582|EMPRESAS PÚBLICAS  DE URRAO E.S.P.|ANTIOQUIA|URRAO|PARQUE AMBIENTAL LAS ORQUIEDAS|16105847|2010-03-12|Relleno sanitario|-761438610|63360550.0|"29|MUNICIPIO"|"65|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ ¿ CORPOURABA"|Licencia ambiental|21003200000000|2008-08-28|2029-10-16|2029-10-16|2022-06-25|7.0|80869.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-15|2016-06-10
216|5.0|ANTIOQUIA|5847.0|URRAO|2021|Total|31.355|ANTIOQUIA-URRAO|1528111.785|166.55999999999997|0.00010898538250242627|376260.0|582|EMPRESAS PÚBLICAS  DE URRAO E.S.P.|ANTIOQUIA|URRAO|PARQUE AMBIENTAL LAS ORQUIEDAS|16105847|2010-03-12|Relleno sanitario|-761438610|63360550.0|"29|MUNICIPIO"|"65|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ ¿ CORPOURABA"|Licencia ambiental|21003200000000|2008-08-28|2029-10-16|2029-10-16|2022-06-25|7.0|80869.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-15|2016-06-10
217|15.0|BOYACA|15759.0|SOGAMOSO|2021|Cabecera Municipal|117.064|BOYACA-SOGAMOSO|26646.0|8019.620000000002|0.2313421770618844|1584708.0|640|COMPAÑÍA DE SERVICIOS PÚBLICOS DE SOGAMOSO S.A. E.S.P.|BOYACA|SOGAMOSO|RELLENO SANITARIO TERRAZAS DEL PORVENIR|603315759|1994-10-03|Relleno sanitario|-728824674|57552138.0|"28|EMPRESA OPERADORA"|"51|CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ - CORPOBOYACA"|Licencia ambiental|3593|2012-12-07|2027-12-31|2027-12-31|2022-06-25|5.0|1516023.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-07
218|15.0|BOYACA|15759.0|SOGAMOSO|2021|Centros Poblados y Rural Disperso|14.995|BOYACA-SOGAMOSO|26646.0|8019.620000000002|0.2313421770618844|1584708.0|640|COMPAÑÍA DE SERVICIOS PÚBLICOS DE SOGAMOSO S.A. E.S.P.|BOYACA|SOGAMOSO|RELLENO SANITARIO TERRAZAS DEL PORVENIR|603315759|1994-10-03|Relleno sanitario|-728824674|57552138.0|"28|EMPRESA OPERADORA"|"51|CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ - CORPOBOYACA"|Licencia ambiental|3593|2012-12-07|2027-12-31|2027-12-31|2022-06-25|5.0|1516023.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-07
219|15.0|BOYACA|15759.0|SOGAMOSO|2021|Total|132.059|BOYACA-SOGAMOSO|26646.0|8019.620000000002|0.2313421770618844|1584708.0|640|COMPAÑÍA DE SERVICIOS PÚBLICOS DE SOGAMOSO S.A. E.S.P.|BOYACA|SOGAMOSO|RELLENO SANITARIO TERRAZAS DEL PORVENIR|603315759|1994-10-03|Relleno sanitario|-728824674|57552138.0|"28|EMPRESA OPERADORA"|"51|CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ - CORPOBOYACA"|Licencia ambiental|3593|2012-12-07|2027-12-31|2027-12-31|2022-06-25|5.0|1516023.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-07
220|15.0|BOYACA|15176.0|CHIQUINQUIRA|2021|Cabecera Municipal|51.465|BOYACA-CHIQUINQUIRA|12304.859999999997|420.69000000000005|0.033058689015406026|700272.0|650|EMPRESA INDUSTRIAL Y COMERCIAL DE SERVICIOS PUBLICOS DE CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|CARAPACHO|721815176|2005-07-01|Relleno sanitario|-737317430|56271000.0|"29|MUNICIPIO"|"42|CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA - CAR"|otro tipo de acto administrativo|2530|2015-11-20|2016-05-21|2016-05-21|2022-06-25|0.0|17100.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2017-10-02
221|15.0|BOYACA|15176.0|CHIQUINQUIRA|2021|Centros Poblados y Rural Disperso|6.891|BOYACA-CHIQUINQUIRA|12304.859999999997|420.69000000000005|0.033058689015406026|700272.0|650|EMPRESA INDUSTRIAL Y COMERCIAL DE SERVICIOS PUBLICOS DE CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|CARAPACHO|721815176|2005-07-01|Relleno sanitario|-737317430|56271000.0|"29|MUNICIPIO"|"42|CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA - CAR"|otro tipo de acto administrativo|2530|2015-11-20|2016-05-21|2016-05-21|2022-06-25|0.0|17100.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2017-10-02
222|15.0|BOYACA|15176.0|CHIQUINQUIRA|2021|Total|58.356|BOYACA-CHIQUINQUIRA|12304.859999999997|420.69000000000005|0.033058689015406026|700272.0|650|EMPRESA INDUSTRIAL Y COMERCIAL DE SERVICIOS PUBLICOS DE CHIQUINQUIRA|BOYACA|CHIQUINQUIRA|CARAPACHO|721815176|2005-07-01|Relleno sanitario|-737317430|56271000.0|"29|MUNICIPIO"|"42|CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA - CAR"|otro tipo de acto administrativo|2530|2015-11-20|2016-05-21|2016-05-21|2022-06-25|0.0|17100.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2017-10-02
223|||||2021|||CHOCO-RIO QUITO|||0.0||23097|ADMINISTRACION PUBLICA COOPERATIVA - AGUAS DE RIO QUITO - ESP|CHOCO|RIO QUITO|RELLENO SANITARIO PAIMADO|2073327600|2016-03-30|Relleno sanitario|-767465583|54843045.0|"29|MUNICIPIO"|"46|CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCÓ - CODECHOCHO"|Licencia ambiental|104|2013-02-22|2043-02-21|2043-02-22|2022-06-25|20.0|22675.8|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2020-07-01|2021-04-14
224|||||2021|||CHOCO-SAN JOSE DEL PALMAR|||0.0||1377|EMPRESA DE SERVICIOS PUBLICOS DE SAN JOSE DEL PALMAR|CHOCO|SAN JOSE DEL PALMAR|EL TABOR|1540927660|1995-11-15|botadero a cielo abierto|-762350330|48951940.0|"29|MUNICIPIO"|"46|CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCÓ - CODECHOCHO"|Licencia ambiental|510|2016-04-10|2016-12-31|2017-12-31|2022-06-25|0.0|93.0|"46|CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCÓ - CODECHOCHO"|510|2016-04-10|2016-12-31|2016-01-01|2020-04-13
225|||||2021|||CORDOBA-MONTELIBANO|||0.0||2311|EMPRESA DE RECICLAJE, ASEO Y SERVICIOS DE MONTELIBANO S.A. E.S.P.|CORDOBA|MONTELIBANO|RELLENO SANITARIO CERRO MATOSO|712023466|2001-01-01|Relleno sanitario|-755452606|79220705.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"72|CORPORACIÓN AUTÓNOMA REGIONAL DE LAS VALLES DEL SINÚ Y SAN JORGE ¿ CVS"|Licencia ambiental|224|1981-09-30|2029-09-30|2029-09-30|2022-06-25|7.0|9000.0|"72|CORPORACIÓN AUTÓNOMA REGIONAL DE LAS VALLES DEL SINÚ Y SAN JORGE ¿ CVS"|19125|2013-07-15|2018-07-30|2016-09-22|2017-09-22
226|||||2021|||CUNDINAMARCA-APULO|||0.0||23491|EMPRESA DE SERVICIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL MUNICIPIO DE APULO S.A. E.S.P.  EMPOAPULO S.A. E.S.P. |CUNDINAMARCA|APULO|RELLENO SANITARIO PARQUE ECOLÓGICO PRADERAS DEL MAGDALENA|652825599|2005-11-01|Relleno sanitario|-748572810|43305780.0|"28|EMPRESA OPERADORA"|"42|CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA - CAR"|Licencia ambiental|408|2005-03-09|2021-03-09|2021-03-09|2022-06-25|0.0|900000000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-08-17
227|||||2021|||CUNDINAMARCA-BOJACA|||0.0||21413|NUEVO MONDOÑEDO S.A. E.S.P.|CUNDINAMARCA|BOJACA|RELLENO SANITARIO NUEVO MONDOÑEDO|1137525099|2007-01-15|Relleno sanitario|-742858333|46455556.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"38|AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES - ANLA"|Licencia ambiental|694|2005-06-03|2029-12-31|2029-12-31|2022-06-25|7.0|7102000.0|"38|AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES - ANLA"|RESOLUCIÓN NO 2056|2008-11-24|2029-12-31|2016-04-30|2019-01-25
228|||||2021|||CUNDINAMARCA-CUCUNUBA|||0.0||26106|EMPRESA DE SERVICIOS PÚBLICOS DE EL MUNICIPIO DE CUCUNUBÁ SAS ESP|CUNDINAMARCA|CUCUNUBA|RELLENO SANITARIO VDA APOSENTOS|644525224|1999-12-14|Relleno sanitario|-737816380|52248970.0|"29|MUNICIPIO"|"42|CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA - CAR"|Licencia ambiental|5|2000-01-03|2015-01-03|2055-05-31|2022-06-25|32.0|19222.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-30|2019-11-26
229|||||2021|||CUNDINAMARCA-ZIPACON|||0.0||22750|EMPRESA DE ACUEDUCTO, ALCANTARILLADO, ASEO Y SERVICIO COMPLEMENTARIOS DE ZIPACON S.A.S E.S.P|CUNDINAMARCA|ZIPACON|NUEVO MONDOÑEDO|312425898|2007-01-17|Relleno sanitario|-742858970|46455280.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"74|MINISTERIO DE MEDIO AMBIENTE"|Licencia ambiental|694|2005-06-05|2027-06-05|2027-06-05|2022-06-25|4.0|1200.0|"74|MINISTERIO DE MEDIO AMBIENTE"|2056|2008-11-24|2027-06-05|2016-01-01|2016-10-28
230|23.0|CORDOBA|23001.0|MONTERIA|2021|Cabecera Municipal|397.922|CORDOBA-MONTERIA|145033.75999999998|8394.51|0.054712928719068535|6114696.0|1845|URBASER COLOMBIA S.A. E.S.P.|CORDOBA|MONTERIA|RELLENO SANITARIO LOMA GRANDE|624123001|2016-02-10|Relleno sanitario|-758389883|87069190.0|"28|EMPRESA OPERADORA"|"38|AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES - ANLA"|Licencia ambiental|569|2015-05-21|2032-09-02|2033-05-25|2022-06-25|10.0|2177321.73|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-27
231|23.0|CORDOBA|23001.0|MONTERIA|2021|Centros Poblados y Rural Disperso|111.636|CORDOBA-MONTERIA|145033.75999999998|8394.51|0.054712928719068535|6114696.0|1845|URBASER COLOMBIA S.A. E.S.P.|CORDOBA|MONTERIA|RELLENO SANITARIO LOMA GRANDE|624123001|2016-02-10|Relleno sanitario|-758389883|87069190.0|"28|EMPRESA OPERADORA"|"38|AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES - ANLA"|Licencia ambiental|569|2015-05-21|2032-09-02|2033-05-25|2022-06-25|10.0|2177321.73|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-27
232|23.0|CORDOBA|23001.0|MONTERIA|2021|Total|509.558|CORDOBA-MONTERIA|145033.75999999998|8394.51|0.054712928719068535|6114696.0|1845|URBASER COLOMBIA S.A. E.S.P.|CORDOBA|MONTERIA|RELLENO SANITARIO LOMA GRANDE|624123001|2016-02-10|Relleno sanitario|-758389883|87069190.0|"28|EMPRESA OPERADORA"|"38|AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES - ANLA"|Licencia ambiental|569|2015-05-21|2032-09-02|2033-05-25|2022-06-25|10.0|2177321.73|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-27
233|63.0|QUINDIO|63470.0|MONTENEGRO|2021|Cabecera Municipal|31.492|QUINDIO-MONTENEGRO|9481.350000000002|69.37|0.0072633267439522866|455592.0|1845|URBASER COLOMBIA S.A. E.S.P.|QUINDIO|MONTENEGRO|RELLENO SANITARIO PARQUE AMBIENTAL ANDALUCIA|624063470|2015-04-17|Relleno sanitario|-758294081|44575878.0|"28|EMPRESA OPERADORA"|"63|CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO ¿ CRQ"|Licencia ambiental|67|2013-02-18|2032-05-15|2034-07-12|2022-06-25|12.0|1.55959635999999e+16|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-27
234|63.0|QUINDIO|63470.0|MONTENEGRO|2021|Centros Poblados y Rural Disperso|6.474|QUINDIO-MONTENEGRO|9481.350000000002|69.37|0.0072633267439522866|455592.0|1845|URBASER COLOMBIA S.A. E.S.P.|QUINDIO|MONTENEGRO|RELLENO SANITARIO PARQUE AMBIENTAL ANDALUCIA|624063470|2015-04-17|Relleno sanitario|-758294081|44575878.0|"28|EMPRESA OPERADORA"|"63|CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO ¿ CRQ"|Licencia ambiental|67|2013-02-18|2032-05-15|2034-07-12|2022-06-25|12.0|1.55959635999999e+16|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-27
235|63.0|QUINDIO|63470.0|MONTENEGRO|2021|Total|37.966|QUINDIO-MONTENEGRO|9481.350000000002|69.37|0.0072633267439522866|455592.0|1845|URBASER COLOMBIA S.A. E.S.P.|QUINDIO|MONTENEGRO|RELLENO SANITARIO PARQUE AMBIENTAL ANDALUCIA|624063470|2015-04-17|Relleno sanitario|-758294081|44575878.0|"28|EMPRESA OPERADORA"|"63|CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO ¿ CRQ"|Licencia ambiental|67|2013-02-18|2032-05-15|2034-07-12|2022-06-25|12.0|1.55959635999999e+16|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-27
236|||||2021|||GUAVIARE-CALAMAR|||0.0||4933|UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE CALAMAR - GUAVIARE|GUAVIARE|CALAMAR|RELLENO SANITARIO EL DIAMANTE|716595015|2010-10-04|celda transitoria|-670000000|130203446.0|"29|MUNICIPIO"|"40|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE AMAZÓNICO - CDA"|Licencia ambiental|190|2009-05-19|2040-05-18|2040-05-18|2022-06-25|17.0|49853.0|"40|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE AMAZÓNICO - CDA"|190|2009-05-19|2040-05-18|2040-05-18|2017-09-26
237|5.0|ANTIOQUIA|5376.0|LA CEJA|2021|Cabecera Municipal|60.804|ANTIOQUIA-LA CEJA|17408.46|1869.6399999999999|0.09698258645820905|832788.0|2005|EMPRESAS PÚBLICAS DE LA CEJA E.S.P.|ANTIOQUIA|LA CEJA|rancho triste |400305376|1995-07-03|Relleno sanitario|-754379140|59807580.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Aprobacion PMA|1471|1999-04-16|2022-05-19|2022-05-19|2022-06-25|0.0|290903.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|||2019-05-10|2016-04-01|2019-10-23
238|5.0|ANTIOQUIA|5376.0|LA CEJA|2021|Centros Poblados y Rural Disperso|8.595|ANTIOQUIA-LA CEJA|17408.46|1869.6399999999999|0.09698258645820905|832788.0|2005|EMPRESAS PÚBLICAS DE LA CEJA E.S.P.|ANTIOQUIA|LA CEJA|rancho triste |400305376|1995-07-03|Relleno sanitario|-754379140|59807580.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Aprobacion PMA|1471|1999-04-16|2022-05-19|2022-05-19|2022-06-25|0.0|290903.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|||2019-05-10|2016-04-01|2019-10-23
239|5.0|ANTIOQUIA|5376.0|LA CEJA|2021|Total|69.399|ANTIOQUIA-LA CEJA|17408.46|1869.6399999999999|0.09698258645820905|832788.0|2005|EMPRESAS PÚBLICAS DE LA CEJA E.S.P.|ANTIOQUIA|LA CEJA|rancho triste |400305376|1995-07-03|Relleno sanitario|-754379140|59807580.0|"29|MUNICIPIO"|"41|CORPORACIÓN AUTÓNOMA REGIONAL DE LOS RÍOS NEGRO Y NARE - CORNARE"|Aprobacion PMA|1471|1999-04-16|2022-05-19|2022-05-19|2022-06-25|0.0|290903.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|||2019-05-10|2016-04-01|2019-10-23
240|8.0|ATLANTICO|8520.0|PALMAR DE VARELA|2021|Cabecera Municipal|30.326|ATLANTICO-PALMAR DE VARELA|7686.450000000001|1.6199999999999999|0.00021071608349039483|379128.0|2044|INTERASEO S.A.S.  E.S.P.|ATLANTICO|PALMAR DE VARELA|EL CLAVO|20308520|2011-05-05|Relleno sanitario|-748163000|108013800.0|"28|EMPRESA OPERADORA"|"71|CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO ¿ CRA"|Licencia ambiental|672|2010-10-08|2040-05-05|2040-05-05|2022-06-25|17.0|9004988.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|0|||2016-04-01|2016-06-14
241|8.0|ATLANTICO|8520.0|PALMAR DE VARELA|2021|Centros Poblados y Rural Disperso|1.268|ATLANTICO-PALMAR DE VARELA|7686.450000000001|1.6199999999999999|0.00021071608349039483|379128.0|2044|INTERASEO S.A.S.  E.S.P.|ATLANTICO|PALMAR DE VARELA|EL CLAVO|20308520|2011-05-05|Relleno sanitario|-748163000|108013800.0|"28|EMPRESA OPERADORA"|"71|CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO ¿ CRA"|Licencia ambiental|672|2010-10-08|2040-05-05|2040-05-05|2022-06-25|17.0|9004988.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|0|||2016-04-01|2016-06-14
242|8.0|ATLANTICO|8520.0|PALMAR DE VARELA|2021|Total|31.594|ATLANTICO-PALMAR DE VARELA|7686.450000000001|1.6199999999999999|0.00021071608349039483|379128.0|2044|INTERASEO S.A.S.  E.S.P.|ATLANTICO|PALMAR DE VARELA|EL CLAVO|20308520|2011-05-05|Relleno sanitario|-748163000|108013800.0|"28|EMPRESA OPERADORA"|"71|CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO ¿ CRA"|Licencia ambiental|672|2010-10-08|2040-05-05|2040-05-05|2022-06-25|17.0|9004988.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|0|||2016-04-01|2016-06-14
243|8.0|ATLANTICO|8685.0|SANTO TOMAS|2021|Cabecera Municipal|30.762|ATLANTICO-SANTO TOMAS|9864.33|0.324|3.284453767967939e-05|390888.0|2044|INTERASEO S.A.S.  E.S.P.|ATLANTICO|SANTO TOMAS|LAS MARGARITAS|20908685|2006-01-16|Relleno sanitario|-745583000|104757000.0|"28|EMPRESA OPERADORA"|"71|CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO ¿ CRA"|Licencia ambiental|738|2005-11-23|2023-11-23|2035-11-23|2022-06-25|13.0|2352172.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-14
244|8.0|ATLANTICO|8685.0|SANTO TOMAS|2021|Centros Poblados y Rural Disperso|1.812|ATLANTICO-SANTO TOMAS|9864.33|0.324|3.284453767967939e-05|390888.0|2044|INTERASEO S.A.S.  E.S.P.|ATLANTICO|SANTO TOMAS|LAS MARGARITAS|20908685|2006-01-16|Relleno sanitario|-745583000|104757000.0|"28|EMPRESA OPERADORA"|"71|CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO ¿ CRA"|Licencia ambiental|738|2005-11-23|2023-11-23|2035-11-23|2022-06-25|13.0|2352172.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-14
245|8.0|ATLANTICO|8685.0|SANTO TOMAS|2021|Total|32.574|ATLANTICO-SANTO TOMAS|9864.33|0.324|3.284453767967939e-05|390888.0|2044|INTERASEO S.A.S.  E.S.P.|ATLANTICO|SANTO TOMAS|LAS MARGARITAS|20908685|2006-01-16|Relleno sanitario|-745583000|104757000.0|"28|EMPRESA OPERADORA"|"71|CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO ¿ CRA"|Licencia ambiental|738|2005-11-23|2023-11-23|2035-11-23|2022-06-25|13.0|2352172.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-14
246|44.0|LA GUAJIRA|44279.0|FONSECA|2021|Cabecera Municipal|40.613|LA GUAJIRA-FONSECA|11641.356000000002|0.0|0.0|546696.0|2044|INTERASEO S.A.S.  E.S.P.|LA GUAJIRA|FONSECA|REGIONAL SUR DE LA GUAJIRA|20644279|2011-07-01|Relleno sanitario|-727845000|108590000.0|"29|MUNICIPIO"|"61|CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA ¿ CORPOGUAJIRA"|Licencia ambiental|1307|2010-06-22|2038-01-06|2038-01-06|2022-06-25|15.0|1722031.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|0|||2016-04-01|2016-06-14
247|44.0|LA GUAJIRA|44279.0|FONSECA|2021|Centros Poblados y Rural Disperso|4.945|LA GUAJIRA-FONSECA|11641.356000000002|0.0|0.0|546696.0|2044|INTERASEO S.A.S.  E.S.P.|LA GUAJIRA|FONSECA|REGIONAL SUR DE LA GUAJIRA|20644279|2011-07-01|Relleno sanitario|-727845000|108590000.0|"29|MUNICIPIO"|"61|CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA ¿ CORPOGUAJIRA"|Licencia ambiental|1307|2010-06-22|2038-01-06|2038-01-06|2022-06-25|15.0|1722031.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|0|||2016-04-01|2016-06-14
248|44.0|LA GUAJIRA|44279.0|FONSECA|2021|Total|45.558|LA GUAJIRA-FONSECA|11641.356000000002|0.0|0.0|546696.0|2044|INTERASEO S.A.S.  E.S.P.|LA GUAJIRA|FONSECA|REGIONAL SUR DE LA GUAJIRA|20644279|2011-07-01|Relleno sanitario|-727845000|108590000.0|"29|MUNICIPIO"|"61|CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA ¿ CORPOGUAJIRA"|Licencia ambiental|1307|2010-06-22|2038-01-06|2038-01-06|2022-06-25|15.0|1722031.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|0|||2016-04-01|2016-06-14
249|44.0|LA GUAJIRA|44001.0|RIOHACHA|2021|Cabecera Municipal|151.143|LA GUAJIRA-RIOHACHA|54602.52000000001|2815.3|0.04903181625495359|2477220.0|2044|INTERASEO S.A.S.  E.S.P.|LA GUAJIRA|RIOHACHA|CELDA DE CONTINGENCIA|20844001|2008-05-27|celda transitoria|-729069000|115441000.0|"29|MUNICIPIO"|"61|CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA ¿ CORPOGUAJIRA"|Aprobacion PMA|1616|2018-07-26|2022-04-06|2022-04-06|2022-06-25|0.0|148500.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|0||2022-04-06|2016-04-01|2019-07-22
